page_index,source_url,requested_url,result_count,screened_cards,eligible_items_added_total,min_year_on_page,max_year_on_page,content_type
86,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=86&error=cookies_not_supported&code=04456ed6-a3fa-487e-8c35-759810ae9db7,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=86,20,20,596,2019,2020,"text/html; charset=""UTF-8"""
87,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=87&error=cookies_not_supported&code=c4f83784-be77-446e-9454-481f5f3b18b3,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=87,20,20,597,2019,2019,"text/html; charset=""UTF-8"""
88,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=88&error=cookies_not_supported&code=5e6c4054-8cc3-4cff-ae56-919455987ff5,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=88,20,20,597,2019,2019,"text/html; charset=""UTF-8"""
89,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=89&error=cookies_not_supported&code=d18b0c34-1a42-4e06-af9b-a8d54335cbee,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=89,20,20,597,2019,2019,"text/html; charset=""UTF-8"""
90,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=90&error=cookies_not_supported&code=e808d908-9710-47b2-8d98-23d789f10839,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=90,20,20,597,2019,2019,"text/html; charset=""UTF-8"""
91,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=91&error=cookies_not_supported&code=04056898-e62a-4368-85fd-ca4a1ca6741a,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=91,20,20,597,2019,2019,"text/html; charset=""UTF-8"""
92,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=92&error=cookies_not_supported&code=08bc5280-fa25-411d-8ab2-547546d29b4d,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=92,20,20,597,2019,2019,"text/html; charset=""UTF-8"""
93,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=93&error=cookies_not_supported&code=707b24eb-1dbb-4fe8-99f6-8788ba852dbe,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=93,20,20,597,2019,2019,"text/html; charset=""UTF-8"""
94,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=94&error=cookies_not_supported&code=99e00ac8-c384-47bb-a615-8ce64ddb5751,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=94,20,20,597,2018,2019,"text/html; charset=""UTF-8"""
95,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=95&error=cookies_not_supported&code=703936b8-c556-4662-a3c6-35ff780772f3,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=95,20,20,598,2018,2018,"text/html; charset=""UTF-8"""
96,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=96&error=cookies_not_supported&code=3115edef-08ec-4d2b-a1c0-3c8971970582,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=96,20,20,598,2018,2018,"text/html; charset=""UTF-8"""
97,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=97&error=cookies_not_supported&code=57db30db-fda5-4cb0-b6d6-8adcf273c069,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=97,20,20,598,2018,2018,"text/html; charset=""UTF-8"""
98,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=98&error=cookies_not_supported&code=dca4c748-ebe9-4cf3-a30c-2a8c810156ac,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=98,20,20,598,2018,2018,"text/html; charset=""UTF-8"""
99,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=99&error=cookies_not_supported&code=5909a649-2ee0-4fd5-91f9-44bbdc29da3c,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=99,20,20,598,2018,2018,"text/html; charset=""UTF-8"""
100,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=100&error=cookies_not_supported&code=d955e21e-70aa-48e7-be95-488b3222d6f9,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=100,20,20,598,2018,2018,"text/html; charset=""UTF-8"""
101,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=101&error=cookies_not_supported&code=9f72005d-5f06-4b6b-8739-37f13477a416,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=101,20,20,598,2018,2018,"text/html; charset=""UTF-8"""
102,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=102&error=cookies_not_supported&code=40d74172-1735-4f32-9d01-a86aee302c01,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=102,20,20,599,2018,2018,"text/html; charset=""UTF-8"""
103,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=103&error=cookies_not_supported&code=2205e714-2c39-4d0f-8e48-7a1f5a9a13cb,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=103,20,20,599,2018,2018,"text/html; charset=""UTF-8"""
104,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=104&error=cookies_not_supported&code=3a39d5d3-f877-44ae-a39a-25a85c63d40a,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=104,20,20,599,2017,2018,"text/html; charset=""UTF-8"""
105,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=105&error=cookies_not_supported&code=1499c8af-fdb1-43ff-a34b-29d7b0498f28,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=105,20,20,599,2017,2017,"text/html; charset=""UTF-8"""
106,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=106&error=cookies_not_supported&code=09b81579-62ba-4e4f-95bb-c53b60755df0,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=106,20,20,599,2017,2017,"text/html; charset=""UTF-8"""
107,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=107&error=cookies_not_supported&code=242d221d-8a92-49a8-838a-0544bb9851e9,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=107,20,20,599,2017,2017,"text/html; charset=""UTF-8"""
108,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=108&error=cookies_not_supported&code=ddb75f84-9236-4ea9-9ca8-6aa9337f733c,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=108,20,20,599,2017,2017,"text/html; charset=""UTF-8"""
109,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=109&error=cookies_not_supported&code=0e26ed27-70ea-46ac-98c3-263fc6339d06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=109,20,20,599,2017,2017,"text/html; charset=""UTF-8"""
110,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=110&error=cookies_not_supported&code=2d8fc733-8bb5-4f11-b1f9-51b84ca45491,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=110,20,20,599,2016,2017,"text/html; charset=""UTF-8"""
111,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=111&error=cookies_not_supported&code=160bb3e0-db56-4d3e-84af-fa56811c304e,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=111,20,20,599,2016,2016,"text/html; charset=""UTF-8"""
112,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=112&error=cookies_not_supported&code=2912f2bb-ca77-4a09-8c79-e2b86a8e50c4,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=112,20,20,599,2016,2016,"text/html; charset=""UTF-8"""
113,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=113&error=cookies_not_supported&code=a017a497-c637-4430-b592-e1103189e3f1,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=113,20,20,599,2016,2016,"text/html; charset=""UTF-8"""
114,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=114&error=cookies_not_supported&code=20ddb2e2-637c-4434-b160-27ebca764746,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=114,20,20,599,2016,2016,"text/html; charset=""UTF-8"""
115,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=115&error=cookies_not_supported&code=8cf9ff9a-c14d-40bc-8b46-740bde6348c9,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=115,20,20,599,2016,2016,"text/html; charset=""UTF-8"""
116,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=116&error=cookies_not_supported&code=4c79fff1-60e7-407a-891d-40299dcb4600,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=116,20,20,599,2016,2016,"text/html; charset=""UTF-8"""
117,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=117&error=cookies_not_supported&code=58fac02c-730b-458e-9c24-b92660c499a0,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=117,20,20,599,2015,2016,"text/html; charset=""UTF-8"""
118,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=118&error=cookies_not_supported&code=bd2e2cfb-9254-4f36-946a-6d1b63fdfb62,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=118,20,20,599,2015,2015,"text/html; charset=""UTF-8"""
119,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=119&error=cookies_not_supported&code=f5d30c8e-08e9-497c-8b8b-04da4b37b02d,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=119,20,20,599,2015,2015,"text/html; charset=""UTF-8"""
120,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=120&error=cookies_not_supported&code=4303cc79-b083-4fc7-9d5b-1658408dfd44,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=120,20,20,599,2015,2015,"text/html; charset=""UTF-8"""
121,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=121&error=cookies_not_supported&code=651d838d-7eef-413b-a98a-73118be06cfc,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=121,20,20,599,2015,2015,"text/html; charset=""UTF-8"""
122,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=122&error=cookies_not_supported&code=93254d5c-15b2-46df-a664-f7838fd4ea1a,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=122,20,20,599,2015,2015,"text/html; charset=""UTF-8"""
123,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=123&error=cookies_not_supported&code=3db6d7bd-4a02-4450-91ed-d55b66bca684,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=123,20,20,599,2015,2015,"text/html; charset=""UTF-8"""
124,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=124&error=cookies_not_supported&code=f213d11b-a3f5-4b69-abc6-c03d38780674,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=124,20,20,599,2014,2015,"text/html; charset=""UTF-8"""
