field,source,inventory_id,unit_id,title,doi,pdf_url,error
Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,frontiers_computational_neuroscience_2012_v5,The Flatness of Bifurcations in 3D Dendritic Trees: An Optimal Design,10.3389/fncom.2011.00054,https://www.frontiersin.org/articles/10.3389/fncom.2011.00054/pdf,<HTTPError 404: 'Not found'>
