paper_id,field,source,inventory_id,era_band,draw_idx,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,pdf_url,pdf_path,text_path,pdf_sha256,text_sha256,text_chars
P0057,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,1,202606200308,epj_c_2023_v83_i3,2023,Searching for doubly charmed tetraquark candidates $$T_{cc}$$ and $$T_{cc\bar{s}}$$ in $$B_c$$ decays,10.1140/epjc/s10052-023-11408-y,140,82,8.71080139372822e-05,11480,https://link.springer.com/content/pdf/10.1140/epjc/s10052-023-11408-y.pdf,corpus/pdfs/particle_gravitational_physics/P0057.pdf,corpus/text/particle_gravitational_physics/P0057.txt,d795c9779ea7b3a708de31ff5895faa02bbd980c11905ea05be989898247d703,e15a88c6c5ff7385cb5964bb559376cd8e19a46a3c51a75e3bbd71f24d74d0db,43053
