paper_id,field,source,inventory_id,era_band,source_block_sequence,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,pdf_url,pdf_path,text_path,pdf_sha256,text_sha256,text_chars,openalex_cited_by_count
P0111,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,10,202606201009,epj_c_2013_v73_i2,2013,Ascertaining the spin for new resonances decaying into ${\mathbb{\tau}^{+} \tau^{-}}$ at hadron colliders,10.1140/epjc/s10052-013-2313-1,172,36,0.000161498708010336,6192,https://link.springer.com/content/pdf/10.1140/epjc/s10052-013-2313-1.pdf?error=cookies_not_supported&code=eba4e65f-b172-4d3e-81fa-d495b2c48fe4,corpus/pdfs/particle_gravitational_physics/P0111.pdf,corpus/text/particle_gravitational_physics/P0111.txt,60183f4be565e8dc04ed8d0dd01cca123aca1b3cec7ae629b697a5fc86501ebc,6ab41840b6ae7096f1b0b8b08a0006ce043896f4b715ad0f39cc6d7a2619eab6,37751,30
P0112,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,11,202606201009,epj_c_2014_v74_i7,2014,Review of single vector boson production in pp collisions at $$\sqrt{s} = 7$$ s = 7  TeV,10.1140/epjc/s10052-014-2916-1,172,35,0.000166112956810631,6020,https://link.springer.com/content/pdf/10.1140/epjc/s10052-014-2916-1.pdf?error=cookies_not_supported&code=555c3f15-697c-4f91-8f45-269db59470f4,corpus/pdfs/particle_gravitational_physics/P0112.pdf,corpus/text/particle_gravitational_physics/P0112.txt,9515e09503fe3049cf4e351fcd987660e2ce983d79cd0b197365f42fbf347721,e1b1c2d326557762387ec2984790643905ca7e3019b54cce8423f6e2fc32edbf,262649,10
P0113,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,12,202606201009,epj_c_2012_v72_i5,2012,Measurement of the polarisation of W bosons produced with large transverse momentum in pp collisions at $\sqrt{s} = 7\ \mbox{TeV}$ with the ATLAS experiment,10.1140/epjc/s10052-012-2001-6,172,29,0.000200481154771451,4988,https://link.springer.com/content/pdf/10.1140/epjc/s10052-012-2001-6.pdf?error=cookies_not_supported&code=7bbbc08c-d0e5-4746-89a3-0cd2f40bd227,corpus/pdfs/particle_gravitational_physics/P0113.pdf,corpus/text/particle_gravitational_physics/P0113.txt,63e009c12a365cb999e913f4490b0b49d68801fc34d7e4a1fc848a082eb9d8f6,0132cec85cac8e756357e4e954cfb6580dac1f0726bf02cd0ec43e855f31a8a1,138759,54
P0114,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,13,202606201009,epj_c_2013_v73_i2,2013,Combination and QCD analysis of charm production cross section measurements in deep-inelastic ep scattering at HERA,10.1140/epjc/s10052-013-2311-3,172,36,0.000161498708010336,6192,https://link.springer.com/content/pdf/10.1140/epjc/s10052-013-2311-3.pdf?error=cookies_not_supported&code=c096e05e-500a-4b12-8bda-a1a8284accc0,corpus/pdfs/particle_gravitational_physics/P0114.pdf,corpus/text/particle_gravitational_physics/P0114.txt,81ff57601772e65eea3c481fd11ba8ec07cbcdda1be3202c8dd2fa7ef47b9ed4,15c4eafede0499e5a53281021cd046616dc6672877a20f3b7285176c48ad09d9,95376,192
P0115,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,14,202606201009,epj_c_2009_v59_i2,2009,Dark-matter candidates,10.1140/epjc/s10052-008-0830-0,172,4,0.00145348837209302,688,https://link.springer.com/content/pdf/10.1140/epjc/s10052-008-0830-0.pdf?error=cookies_not_supported&code=74681a37-9e44-425c-8017-b35557694e0b,corpus/pdfs/particle_gravitational_physics/P0115.pdf,corpus/text/particle_gravitational_physics/P0115.txt,c536e9ffe63d402a8f3736bcfc103b1b89bd6182e46659be4f3b6a343e17cc82,4ad829416e5b4f70dae2662ad68c2bad348320f4a6a3cea8cf3a41fd8b11ac4c,159141,132
P0116,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,15,202606201009,epj_c_2007_v52_i1,2007,Annihilation-in-flight of polarised positrons with polarised electrons as an analyser of the positron polarisation from muon decay,10.1140/epjc/s10052-007-0384-6,172,21,0.000276854928017719,3612,https://link.springer.com/content/pdf/10.1140/epjc/s10052-007-0384-6.pdf?error=cookies_not_supported&code=3cb94f8c-f1c8-4447-927f-8da28b85e35f,corpus/pdfs/particle_gravitational_physics/P0116.pdf,corpus/text/particle_gravitational_physics/P0116.txt,36700f05f3076f1c1c06800d56ed4f4434d132e87f5dabcbc3b51452d45d27c0,b06f6d4fdf0bbd845134c0a5c8432107a6dd24f6c92ff8368d8dea86aee164ee,40084,7
P0131,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,1,202606201013,frontiers_computational_neuroscience_2010_v4,2010,Directed coupling in local field potentials of macaque V4 during visual short-term memory revealed by multivariate autoregressive models,10.3389/fncom.2010.00014,16,46,0.00135869565217391,736,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2010.00014/pdf,corpus/pdfs/computational_neuroscience/P0131.pdf,corpus/text/computational_neuroscience/P0131.txt,15e04f2c81a7c58f32f6ae658afbb8bed796e69bd583147f508a0f446fee3d10,86c99e98060958456442684a7e1311e68e2dcafbf76d35d49a87d1c6e1e9797d,68119,62
P0132,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,2,202606201013,frontiers_computational_neuroscience_2011_v4,2011,Population Coding of Visual Space: Modeling,10.3389/fncom.2010.00155,16,4,0.015625,64,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2010.00155/pdf,corpus/pdfs/computational_neuroscience/P0132.pdf,corpus/text/computational_neuroscience/P0132.txt,cc7b8d8a671d41f126a8281354b7e0e35c8540457db2481441a425ee3a3951fb,34f3ae90e5ac97c02b0426a74da462aa27e59d7f2a81079d972f07e41ddd3af4,120640,31
P0133,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,3,202606201013,frontiers_computational_neuroscience_2011_v4,2011,Calcium Messenger Heterogeneity: A Possible Signal for Spike Timing-Dependent Plasticity,10.3389/fncom.2010.00158,16,4,0.015625,64,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2010.00158/pdf,corpus/pdfs/computational_neuroscience/P0133.pdf,corpus/text/computational_neuroscience/P0133.txt,672bb26a7a18981df07fa3ea25bfffd96de3a8638aa13552a8c8bf6e9e968b07,1bc0efceb72203e79aba902d9ac7396755b4e30c427f3fa4887d00dfc2c7c971,67492,9
P0134,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,4,202606201013,frontiers_computational_neuroscience_2013_v7,2013,Investigating reduction of dimensionality during single-joint elbow movements: a case study on muscle synergies,10.3389/fncom.2013.00011,16,172,0.000363372093023256,2752,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2013.00011/pdf,corpus/pdfs/computational_neuroscience/P0134.pdf,corpus/text/computational_neuroscience/P0134.txt,64414ce84cec660c3d5e4f29f17d29ebf1b61e26124d21dff4721de4b0100fd4,2ff49bedf73185f1e2881cf19ba051a61d2647d5441d5f5f429c20eec6a2a39f,65111,59
P0135,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,5,202606201013,frontiers_computational_neuroscience_2013_v7_ijul,2013,Recurrent network for multisensory integration-identification of common sources of audiovisual stimuli,10.3389/fncom.2013.00101,16,1,0.0625,16,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2013.00101/pdf,corpus/pdfs/computational_neuroscience/P0135.pdf,corpus/text/computational_neuroscience/P0135.txt,fde2a16da552da00dfe3ba2ce8c1cce4312f1a62607edced0f0d28012fc134c8,acedf930cf97f4365fd85910c9417b47b434c1c813813c9ce1fa2914e9ada54c,32073,12
P0136,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,6,202606201013,frontiers_computational_neuroscience_2007_v1,2007,Self-organized critical noise amplification in human closed loop control,10.3389/neuro.10.004.2007,16,8,0.0078125,128,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/neuro.10.004.2007/pdf,corpus/pdfs/computational_neuroscience/P0136.pdf,corpus/text/computational_neuroscience/P0136.txt,325377a786cec26ca1a425a5d98c15f14a3090004596b24e0513f4669c827185,2e32b5ec2f3f74ae358d13842e2f24ab0ff0ac9642648607a7c7f90228ffbbd2,44893,27
P0137,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,7,202606201013,frontiers_computational_neuroscience_2012_v6,2012,Learning and disrupting invariance in visual recognition with a temporal association rule,10.3389/fncom.2012.00037,16,92,0.000679347826086957,1472,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2012.00037/pdf,corpus/pdfs/computational_neuroscience/P0137.pdf,corpus/text/computational_neuroscience/P0137.txt,9d8735c2a2df08686b13c8ba6bd9b980eb7f48215d33c6591f185ace02893bfd,7a0995bb1c7a0a844b3ac7e17c2d6942ac1994c7084b2027fa751718eadebe78,33529,38
P0138,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,8,202606201013,frontiers_computational_neuroscience_2014_v5,2014,Stochastic model predicts evolving preferences in the Iowa gambling task,10.3389/fncom.2014.00167,16,1,0.0625,16,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2014.00167/pdf,corpus/pdfs/computational_neuroscience/P0138.pdf,corpus/text/computational_neuroscience/P0138.txt,01c8379373850e89781a8a72d008de94c532af7f6c13d2c5846e1cd1ab256c6a,13ff3e3177ace2392740becc198893e00269a0423bd0f5802f497bb36c7ef42a,57635,3
P0139,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,9,202606201013,frontiers_computational_neuroscience_2010_v4,2010,Leaders of neuronal cultures in a quorum percolation model,10.3389/fncom.2010.00132,16,46,0.00135869565217391,736,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2010.00132/pdf,corpus/pdfs/computational_neuroscience/P0139.pdf,corpus/text/computational_neuroscience/P0139.txt,b051e046ad9c994c802fd9250bc84e20503dcb5966a66a805747cf08e7e60f21,61508f1e5da3f609838120ade18a2c3254eb76318216921c9b94750b2e0a4c08,69415,32
P0140,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,10,202606201013,frontiers_computational_neuroscience_2013_v7,2013,Versatile networks of simulated spiking neurons displaying winner-take-all behavior,10.3389/fncom.2013.00016,16,172,0.000363372093023256,2752,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2013.00016/pdf,corpus/pdfs/computational_neuroscience/P0140.pdf,corpus/text/computational_neuroscience/P0140.txt,75f5194cdee1a7c93cd69c487f055b776a547ca94ae6158282ae085bcf64d8d1,aba9a372b7c22c799dca9ee651d2c3dbfe6e9663179d6e6e0c62f43d258cb58c,65516,17
P0141,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,11,202606201013,frontiers_computational_neuroscience_2010_v1,2010,Measuring neuronal branching patterns using model-based approach,10.3389/fncom.2010.00135,16,2,0.03125,32,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2010.00135/pdf,corpus/pdfs/computational_neuroscience/P0141.pdf,corpus/text/computational_neuroscience/P0141.txt,f9406d6c488e7ed4e0980fe74c5af0772b2ed6edbfbafd26473680ec57732c32,3dc2f06e8d0bf5dd978f48c27868d01db437580d410e0372a2aa1bb3f72bb992,48630,24
P0142,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,12,202606201013,frontiers_computational_neuroscience_2007_v1,2007,Effects of fixational eye movements on retinal ganglion cell responses: a modelling study,10.3389/neuro.10.002.2007,16,8,0.0078125,128,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/neuro.10.002.2007/pdf,corpus/pdfs/computational_neuroscience/P0142.pdf,corpus/text/computational_neuroscience/P0142.txt,ab5bbf66e1940d8473aa80917dd4a42c26fb4ec1db56175ccf8ccc180b2b12e9,0b19e43175e1234b8d5544aad7f80399a71c081a79cd61fbb809794b21f8e80d,69025,12
P0143,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,13,202606201013,frontiers_computational_neuroscience_2011_v5,2011,"The Non-Random Brain: Efficiency, Economy, and Complex Dynamics",10.3389/fncom.2011.00005,16,56,0.00111607142857143,896,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2011.00005/pdf,corpus/pdfs/computational_neuroscience/P0143.pdf,corpus/text/computational_neuroscience/P0143.txt,f1ab83b06a7aacbec0963a9f0afaf023f52eed003f9fdd4818a57d41247ea19c,07bc8a595031d07047b693901604a395a52dabcc47b5d3f9d413a8fc411ca34f,87275,243
P0144,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,14,202606201013,frontiers_computational_neuroscience_2012_v6,2012,Population spikes in cortical networks during different functional states,10.3389/fncom.2012.00043,16,92,0.000679347826086957,1472,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2012.00043/pdf,corpus/pdfs/computational_neuroscience/P0144.pdf,corpus/text/computational_neuroscience/P0144.txt,b7c1c11cbdcbfc8d99d5f307a5be2bd93da521f7ddf5b7e0eed0db7f5e9f7f34,370fec9746776f623d95600b456384b7cf5116adbbc9f18cd028479fab9ac02e,40332,14
P0145,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,1,202606201014,epj_c_2000_v14_i4,2000,A precise measurement of the $\tau$ polarisation at LEP-1,10.1007/s100520000363,134,1,0.00746268656716418,134,https://in2p3.hal.science/in2p3-00005279v1/file/democrite-00005279.pdf,corpus/pdfs/particle_gravitational_physics/P0145.pdf,corpus/text/particle_gravitational_physics/P0145.txt,d1c48785b6812605059193f3ee8d9226fbce01998e93d22cfc56d5efc778c100,def15ed9e2b1f34a7f8ec83aa9cd7beb5b305f9f06ab60c9d0aa6f13dc0ef937,146943,19
P0146,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,2,202606201014,epj_c_1993_v59_i3,1993,"Factorial moments, cumulants and correlation integrals in ?+ p andK + p interactions at 250 GeV/c",10.1007/bf01498621,134,1,0.00746268656716418,134,https://cds.cern.ch/record/249626/files/CM-P00063052.pdf,corpus/pdfs/particle_gravitational_physics/P0146.pdf,corpus/text/particle_gravitational_physics/P0146.txt,0126625b4501f79e8c4a9e8788a5a041d5560669e08f33d7ae02b07501fa0988,768c94e29df83f0264886148f7c11a4f31f93921c1b10b37e6eacb41f34801a7,1147,39
P0147,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,3,202606201014,epj_c_1995_v65_i4,1995,Quantum corrections to instanton calculations in the Abelian Higgs model,10.1007/bf01578677,134,2,0.00373134328358209,268,https://cds.cern.ch/record/260433/files/P00021405.pdf,corpus/pdfs/particle_gravitational_physics/P0147.pdf,corpus/text/particle_gravitational_physics/P0147.txt,55f59c3c833c588db545980249c61dc107bedaa3df99fc377996b7848c2d4cd6,f0642992d9f997d56df3a270c1594b7d86397a7a2820417d2e0b3f2542f726c4,22114,0
P0148,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,4,202606201014,epj_c_2000_v12_i1,2000,Precision measurement of the $\Xi^0$ mass and the branching ratios of the decays $\Xi^0\rightarrow\Lambda\gamma$ and $\Xi^0 \rightarrow\Sigma^0\gamma$,10.1007/s100529900232,134,1,0.00746268656716418,134,https://iris.unimore.it/bitstream/11380/449602/1/eScholarship%20UC%20item%201fh8r6t1.pdf,corpus/pdfs/particle_gravitational_physics/P0148.pdf,corpus/text/particle_gravitational_physics/P0148.txt,046b6229192c9b635e39cab22985a55039707d157580247ae79d6f68ef790f22,792c774f3d3b2f9dcd0f84d5dfa715d72b47b2e05a942f3b869b4d22221efadc,30195,22
P0149,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,5,202606201014,epj_c_1991_v49_i3,1991,J/? production at large transverse momentum at hadron colliders,10.1007/bf01549708,134,1,0.00746268656716418,134,https://link.springer.com/content/pdf/10.1007/BF01549708.pdf?error=cookies_not_supported&code=33a2ffcc-bce7-4ad4-842d-92f0226fa5d4,corpus/pdfs/particle_gravitational_physics/P0149.pdf,corpus/text/particle_gravitational_physics/P0149.txt,edf01e2160dbceb7465267a458d9c043c7dca237a9503ff9705a63e5d94e8b55,b91f4cdbd90310b963771c16ed5becf504533d99c43646debd01a9291ade7225,1533,7
P0150,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,6,202606201014,epj_c_1995_v68_i3,1995,Squark and gluino decays for large tan β,10.1007/bf01620732,134,1,0.00746268656716418,134,https://link.springer.com/content/pdf/10.1007/BF01620732.pdf?error=cookies_not_supported&code=e534908c-a0ff-4676-bded-d1c78c6c3659,corpus/pdfs/particle_gravitational_physics/P0150.pdf,corpus/text/particle_gravitational_physics/P0150.txt,699136541162659635eaa02cc839b8496fd0df0426dd7ed4ab3769efcf0a8794,aeb2191319c3dde4b09c7851a5a759ad3872b4b0163168ccd30795064ea426a4,1294,37
P0151,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,7,202606201014,epj_c_1991_v52_i4,1991,Mirror fermion production inep collisions,10.1007/bf01562348,134,1,0.00746268656716418,134,https://link.springer.com/content/pdf/10.1007/BF01562348.pdf?error=cookies_not_supported&code=a3b99c2c-5ff6-4b09-b8da-280c4d3c0d59,corpus/pdfs/particle_gravitational_physics/P0151.pdf,corpus/text/particle_gravitational_physics/P0151.txt,fca24cf3404d9aeb8ebfc698699d1062dfb4f99c7b7254f54465930f422cbdf0,bcbde6c99337a2622ff5fea4138a5f06e9a0855827ecd2e8026cef1b957c5009,1925,5
P0152,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,8,202606201014,epj_c_1999_v10_i4,1999,Measurement of charged particle production from 450 GeV/c protons on beryllium,10.1007/s100520050601,134,2,0.00373134328358209,268,https://www.research.unipd.it/bitstream/11577/2525115/1/Eur%20Phys%20J%20C%2010%20%281999%29%20605-627%20-%20Measurement%20of%20charged%20particle%20production%20from%20450%20GeVc%20protons%20on%20Be%20-%20SPY%20collaboration.pdf,corpus/pdfs/particle_gravitational_physics/P0152.pdf,corpus/text/particle_gravitational_physics/P0152.txt,fad3b32965c0be5b09d7ac6c7950cd1bd3c8306bdcb9ea9dce9deabbb07df165,1712381c7e8e958a5b1a3760254aaef52fad7418af0ad4de7b17a4acb845bf25,95095,50
P0153,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,9,202606201014,epj_c_1995_v67_i2,1995,Structure functions in τ decays,10.1007/bf01571299,134,1,0.00746268656716418,134,https://link.springer.com/content/pdf/10.1007/BF01571299.pdf?error=cookies_not_supported&code=a868acfa-52c8-49fb-9e58-6e28ade53b4f,corpus/pdfs/particle_gravitational_physics/P0153.pdf,corpus/text/particle_gravitational_physics/P0153.txt,f306447f779ceabf60788be87aee7351f636f2f5905c0d1df9e5baea49ecc8ea,5b6a2414c1ac2589d8a84303e7e96d556e5048f652436d1b7dc4da3dc8c90d57,1664,38
P0154,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,10,202606201014,epj_c_1995_v65_i4,1995,A measurement ofD meson production inZ 0 hadronic decays,10.1007/bf01578679,134,2,0.00373134328358209,268,https://link.springer.com/content/pdf/10.1007/BF01578679.pdf?error=cookies_not_supported&code=a882b496-2d86-45ec-adbf-a45b11a91104,corpus/pdfs/particle_gravitational_physics/P0154.pdf,corpus/text/particle_gravitational_physics/P0154.txt,331d93f0b2046805d7c0fa38f9a68f89f99660b3f9e3d3d6251616273b6e0b08,bf83502610e9c3670e36d0d51aa06066b4caa2ff0905dac7552ce9ce5fc20701,3757,1
P0155,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,11,202606201014,epj_c_1995_v66_i1_2,1995,Production and decay of the Standard Model Higgs boson at LEP200,10.1007/bf01496607,134,1,0.00746268656716418,134,https://link.springer.com/content/pdf/10.1007/BF01496607.pdf?error=cookies_not_supported&code=43a3b994-acbf-4d9f-b5d6-f86d8206014a,corpus/pdfs/particle_gravitational_physics/P0155.pdf,corpus/text/particle_gravitational_physics/P0155.txt,c45de71d2fa79db4a8ba92319a9d9918df499e8e0f4a96fcddd052d28f9aefa6,a6cc9b4fc142e7e0cf31451177347438b2bd51c01890e278b979a4525d35c509,4269,15
P0156,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,1990-2004_completed_years_1990-2004,12,202606201014,epj_c_1999_v6_i2,1999,A measurement of the transverse polarization of $\Lambda$ -hyperons produced in inelastic pN-reactions at 450 GeV proton energy,10.1007/s100529801045,134,2,0.00373134328358209,268,https://iris.unimore.it/bitstream/11380/449606/1/qt6p1853jb.pdf,corpus/pdfs/particle_gravitational_physics/P0156.pdf,corpus/text/particle_gravitational_physics/P0156.txt,7f3d97c0f3c65ac8d4f6720a903b11c148950725b502dd8fcd961b3d36db14e0,4cdf6b5086ef4bf87c03110882509d4e6e661841f1830aa46972c81339f84866,20155,25
P0157,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,14,202606201008,plos_computational_biology_2006_v2_i8,2006,Modeling Somatic Evolution in Tumorigenesis,10.1371/journal.pcbi.0020108,164,12,0.000508130081300813,1968,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.0020108&type=printable,corpus/pdfs/computational_biology/P0157.pdf,corpus/text/computational_biology/P0157.txt,915fb2e0f54732c227f8157fcad5b07e5e24ed9cacec2f84aedaabe0aead2828,adf7130c21af2099af73828078987005e39e5c722043850da12050596203d140,48391,110
P0158,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,15,202606201008,plos_computational_biology_2009_v5_i11,2009,"The Rat Genome Database Curators: Who, What, Where, Why",10.1371/journal.pcbi.1000582,164,33,0.000184774575018477,5412,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1000582&type=printable,corpus/pdfs/computational_biology/P0158.pdf,corpus/text/computational_biology/P0158.txt,8775ed035bb782da24f2b3ed8e5b67cccb0682c30f282111b9a58d4fa2c89727,af36baa38d3db5c648cc13b211b6625bf002d1962ac3406325568cdc64c62608,28059,25
P0159,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,16,202606201008,plos_computational_biology_2011_v7_i5,2011,Feedback Control Architecture and the Bacterial Chemotaxis Network,10.1371/journal.pcbi.1001130,164,35,0.000174216027874564,5740,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1001130&type=printable,corpus/pdfs/computational_biology/P0159.pdf,corpus/text/computational_biology/P0159.txt,fe0153902b822e0d5d91a1e48dbc59fff5e6521284da2649da5108bc8469aae3,3ff95e19e8bb1a6b443bc4b8e2c016ee051ae4ddc31051da0ce2ed6edf0915a7,70258,32
P0160,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,17,202606201008,plos_computational_biology_2006_v2_i3,2006,Estimating Costs and Benefits of CTL Escape Mutations in SIV/HIV Infection,10.1371/journal.pcbi.0020024,164,11,0.000554323725055432,1804,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.0020024&type=printable,corpus/pdfs/computational_biology/P0160.pdf,corpus/text/computational_biology/P0160.txt,8d01bc4b007a1d449aab1e92f4ddb143c8d3c99d445417f9b7b54dfe537dcb25,773106765a4528c1d60054f6f4ca4f784676d07178616fd9a41e83cf1f3cbb43,39574,67
P0161,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,18,202606201008,plos_computational_biology_2014_v10_i10,2014,Linking Macroscopic with Microscopic Neuroanatomy Using Synthetic Neuronal Populations,10.1371/journal.pcbi.1003921,164,57,0.000106974753958066,9348,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1003921&type=printable,corpus/pdfs/computational_biology/P0161.pdf,corpus/text/computational_biology/P0161.txt,ef1b6247bedf2d01e24694fb9a512b3eae5dd693bb03817a3c44677abb35a347,a7c1450505f26917be8751121431450e3647c552313d5cbadfed10927386aa43,52335,26
P0162,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2005-2014,19,202606201008,plos_computational_biology_2014_v10_i3,2014,Correction of Distortion in Flattened Representations of the Cortical Surface Allows Prediction of V1-V3 Functional Organization from Anatomy,10.1371/journal.pcbi.1003538,164,44,0.000138580931263858,7216,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1003538&type=printable,corpus/pdfs/computational_biology/P0162.pdf,corpus/text/computational_biology/P0162.txt,2f9eb09b232ffc96864db602330db953e198feb5a91fec6094f9a992a2bf938e,e97bb7978810d0f485b0f422e1691719bde12bfabb224c44a971e6c81e3f3057,55228,257
