field,source,inventory_id,unit_id,title,doi,pdf_url,error
Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,plos_computational_biology_2008_v15_i3,Metaanaliza v biomedicini: kratek zgodovinski pregled in mone smeri njenega razvoja,10.1371/journal.pcbi.1006850,https://www.researchgate.net/profile/Andrej_Kastrin/publication/242739685_Metaanaliza_v_biomedicini_kratek_zgodovinski_pregled_in_mone_smeri_njenega_razvoja/links/00b49529c6fbdcd9f0000000.pdf,<HTTPError 403: 'Forbidden'>
