source,archive_page_type,year,volume,page_url
eLife,openalex_year_slice,2012,,"https://api.openalex.org/works?filter=primary_location.source.id:S1336409049,publication_year:2012"
eLife,openalex_year_slice,2013,,"https://api.openalex.org/works?filter=primary_location.source.id:S1336409049,publication_year:2013"
eLife,openalex_year_slice,2014,,"https://api.openalex.org/works?filter=primary_location.source.id:S1336409049,publication_year:2014"
