source,archive_page_type,year_range,archive_page_url,retrieved_date,filter
PLOS Computational Biology,openalex_works_api,2015-2025,https://api.openalex.org/works,2026-06-20,"primary_location.source.id:S86033158,from_publication_date:2015-01-01,to_publication_date:2025-12-31,is_oa:true,type:article"
