source,unit_id,unit_type,year,date,unit_label,title,authors,doi,pmid,pmcid,openalex_id,cited_by_count,referenced_works_count,oa_status,landing_page_url,candidate_pdf_urls,field_match,field_match_evidence
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-19,vol11_issue11,“Broadband” Bioinformatics Skills Transfer with the Knowledge Transfer Programme (KTP): Educational Model for Upliftment and Sustainable Development,Emile R. Chimusa; Mamana Mbiyavanga; Velaphi Masilela; Judit Kumuthini,10.1371/journal.pcbi.1004512,26583922,,https://openalex.org/W2180990229,12,28,gold,https://doi.org/10.1371/journal.pcbi.1004512,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004512&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-06,vol11_issue11,On the Adjacency Matrix of RyR2 Cluster Structures,Mark Walker; Tobias Kohl; Stephan E. Lehnart; Joseph L. Greenstein; W. Jonathan Lederer; Raimond L. Winslow,10.1371/journal.pcbi.1004521,26545234,,https://openalex.org/W2137074810,40,70,gold,https://doi.org/10.1371/journal.pcbi.1004521,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004521&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-25,vol11_issue11,Reputation Effects in Public and Private Interactions,Hisashi Ohtsuki; Yoh Iwasa; Martin A. Nowak,10.1371/journal.pcbi.1004527,26606239,,https://openalex.org/W2179028302,57,99,gold,https://doi.org/10.1371/journal.pcbi.1004527,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004527&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-13,vol11_issue11,"Comparative Analysis of Yeast Metabolic Network Models Highlights Progress, Opportunities for Metabolic Reconstruction",Ben Heavner; Nathan D. Price,10.1371/journal.pcbi.1004530,26566239,,https://openalex.org/W2174352784,75,74,gold,https://doi.org/10.1371/journal.pcbi.1004530,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004530&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-05,vol11_issue11,Bayesian Estimation of Conditional Independence Graphs Improves Functional Connectivity Estimates,Max Hinne; Ronald J. Janssen; Tom Heskes; Marcel van Gerven,10.1371/journal.pcbi.1004534,26540089,,https://openalex.org/W2170882375,20,83,gold,https://doi.org/10.1371/journal.pcbi.1004534,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004534&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-19,vol11_issue11,Untangling Brain-Wide Dynamics in Consciousness by Cross-Embedding,Satohiro Tajima; Toru Yanagawa; Naotaka Fujii; Taro Toyoizumi,10.1371/journal.pcbi.1004537,26584045,,https://openalex.org/W2173362524,88,82,gold,https://doi.org/10.1371/journal.pcbi.1004537,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004537&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-03,vol11_issue11,Parallel Representation of Value-Based and Finite State-Based Strategies in the Ventral and Dorsal Striatum,Makoto Ito; Kenji Doya,10.1371/journal.pcbi.1004540,26529522,,https://openalex.org/W2129676268,29,45,gold,https://doi.org/10.1371/journal.pcbi.1004540,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004540&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-30,vol11_issue11,Integrated Modeling of Gene Regulatory and Metabolic Networks in Mycobacterium tuberculosis,Shuyi Ma; K Minch; Tige R. Rustad; Samuel J. Hobbs; Suk-Lin Zhou; David R. Sherman; Nathan D. Price,10.1371/journal.pcbi.1004543,26618656,,https://openalex.org/W2185712919,75,40,gold,https://doi.org/10.1371/journal.pcbi.1004543,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004543&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-11,vol11_issue11,Network Events on Multiple Space and Time Scales in Cultured Neural Networks and in a Stochastic Rate Model,Guido Gigante; Gustavo Deco; Shimon Marom; Paolo Del Giudice,10.1371/journal.pcbi.1004547,26558616,,https://openalex.org/W1803714320,68,51,gold,https://doi.org/10.1371/journal.pcbi.1004547,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004547&type=printable | https://arxiv.org/pdf/1502.05176,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-05,vol11_issue11,Learning to Estimate Dynamical State with Probabilistic Population Codes,Joseph G. Makin; Ben Dichter; Philip N. Sabes,10.1371/journal.pcbi.1004554,26540152,,https://openalex.org/W2172700118,18,43,gold,https://doi.org/10.1371/journal.pcbi.1004554,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004554&type=printable | https://figshare.com/articles/dataset/_Learning_to_Estimate_Dynamical_State_with_Probabilistic_Population_Codes_/1595385,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-12,vol11_issue11,Neuromechanistic Model of Auditory Bistability,James Rankin; Elyse Sussman; John Rinzel,10.1371/journal.pcbi.1004555,26562507,,https://openalex.org/W2175906315,79,75,gold,https://doi.org/10.1371/journal.pcbi.1004555,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004555&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-03,vol11_issue11,FireProt: Energy- and Evolution-Based Computational Design of Thermostable Multiple-Point Mutants,David Bednář; Koen Beerens; Eva Šebestová; Jaroslav Bendl; Sagar D. Khare; Radka Chaloupková; Zbyněk Prokop; Jan Brezovský; et al.,10.1371/journal.pcbi.1004556,26529612,,https://openalex.org/W2123906667,204,55,gold,https://doi.org/10.1371/journal.pcbi.1004556,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004556&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-06,vol11_issue11,A Kinetic Platform to Determine the Fate of Hydrogen Peroxide in Escherichia coli,Kristin J. Adolfsen; Mark P. Brynildsen,10.1371/journal.pcbi.1004562,26545295,,https://openalex.org/W2178120917,28,119,gold,https://doi.org/10.1371/journal.pcbi.1004562,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004562&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-20,vol11_issue11,Finding New Order in Biological Functions from the Network Structure of Gene Annotations,Kimberly Glass; Michelle Girvan,10.1371/journal.pcbi.1004565,26588252,,https://openalex.org/W1548654514,14,63,gold,https://doi.org/10.1371/journal.pcbi.1004565,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004565&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-04,vol11_issue11,A Unifying Probabilistic View of Associative Learning,Samuel J. Gershman,10.1371/journal.pcbi.1004567,26535896,,https://openalex.org/W2166644652,183,92,gold,https://doi.org/10.1371/journal.pcbi.1004567,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004567&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-10,vol11_issue11,An Ovol2-Zeb1 Mutual Inhibitory Circuit Governs Bidirectional and Multi-step Transition between Epithelial and Mesenchymal States,Tian Hong; Kazuhide Watanabe; Catherine Ha Ta; Alvaro Villarreal-Ponce; Qing Nie; Xing Dai,10.1371/journal.pcbi.1004569,26554584,,https://openalex.org/W2177744475,300,34,gold,https://doi.org/10.1371/journal.pcbi.1004569,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004569&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-03,vol11_issue11,Mathematical Modelling of Molecular Pathways Enabling Tumour Cell Invasion and Migration,David Cohen; Loredana Martignetti; Sylvie Robine; Emmanuel Barillot; Andreï Zinovyev; Laurence Calzone,10.1371/journal.pcbi.1004571,26528548,,https://openalex.org/W1927360907,152,158,gold,https://doi.org/10.1371/journal.pcbi.1004571,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004571&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-13,vol11_issue11,Automated and Accurate Estimation of Gene Family Abundance from Shotgun Metagenomes,Stephen Nayfach; Patrick H. Bradley; Stacia K. Wyman; Timothy Laurent; Alex Williams; Jonathan A. Eisen; Katherine S. Pollard; Thomas J. Sharpton,10.1371/journal.pcbi.1004573,26565399,,https://openalex.org/W2173503307,66,83,gold,https://doi.org/10.1371/journal.pcbi.1004573,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004573&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-30,vol11_issue11,Multiscale Embedded Gene Co-expression Network Analysis,Won‐Min Song; Bin Zhang,10.1371/journal.pcbi.1004574,26618778,,https://openalex.org/W2200388872,417,72,gold,https://doi.org/10.1371/journal.pcbi.1004574,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004574&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-24,vol11_issue11,SINCERA: A Pipeline for Single-Cell RNA-Seq Profiling Analysis,Minzhe Guo; Hui Wang; S. Steven Potter; Jeffrey A. Whitsett; Yan Xu,10.1371/journal.pcbi.1004575,26600239,,https://openalex.org/W2193667971,403,92,gold,https://doi.org/10.1371/journal.pcbi.1004575,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004575&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-23,vol11_issue11,Fluctuation-Driven Neural Dynamics Reproduce Drosophila Locomotor Patterns,Andrea Maesani; Pavan P Ramdya; Steeve Cruchet; Kyle Gustafson; Richard Benton; Dario Floreano,10.1371/journal.pcbi.1004577,26600381,,https://openalex.org/W2176382160,7,90,gold,https://doi.org/10.1371/journal.pcbi.1004577,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004577&type=printable | https://iris.unil.ch/bitstreams/08bdc6cf-6f19-47c0-9edb-78f1591c6340/download,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-25,vol11_issue11,Towards a Molecular Understanding of the Link between Imatinib Resistance and Kinase Conformational Dynamics,Silvia Lovera; María Agnese Morando; Encarna Pucheta-Martínez; Jorge L. Martínez‐Torrecuadrada; Giorgio Saladino; Francesco Luigi Gervasio,10.1371/journal.pcbi.1004578,26606374,,https://openalex.org/W2179137438,70,68,gold,https://doi.org/10.1371/journal.pcbi.1004578,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004578&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-04,vol11_issue11,Neural Sequence Generation Using Spatiotemporal Patterns of Inhibition,Jonathan Cannon; Nancy Kopell; Timothy J. Gardner; Jeffrey E. Markowitz,10.1371/journal.pcbi.1004581,26536029,,https://openalex.org/W1955057768,35,44,gold,https://doi.org/10.1371/journal.pcbi.1004581,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004581&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-12,vol11_issue11,Dynamic Redox Regulation of IL-4 Signaling,Gaurav Dwivedi; Margaret A. Gran; Pritha Bagchi; Melissa L. Kemp,10.1371/journal.pcbi.1004582,26562652,,https://openalex.org/W2177519283,22,66,gold,https://doi.org/10.1371/journal.pcbi.1004582,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004582&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-20,vol11_issue11,A Dual Model for Prioritizing Cancer Mutations in the Non-coding Genome Based on Germline and Somatic Events,Jia Li; Marie-Anne Poursat; Damien Drubay; Arnaud Motz; Zohra Saci; Antonin Morillon; Stefan Michiels; Daniel Gautheret,10.1371/journal.pcbi.1004583,26588488,,https://openalex.org/W2172896922,21,47,gold,https://doi.org/10.1371/journal.pcbi.1004583,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004583&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-06,vol11_issue11,A Voltage-Based STDP Rule Combined with Fast BCM-Like Metaplasticity Accounts for LTP and Concurrent “Heterosynaptic” LTD in the Dentate Gyrus In Vivo,Peter Jedlička; Ľubica Beňušková; Wickliffe C. Abraham,10.1371/journal.pcbi.1004588,26544038,,https://openalex.org/W2109197395,51,54,gold,https://doi.org/10.1371/journal.pcbi.1004588,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004588&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-19,vol11_issue11,Regulation of Early Steps of GPVI Signal Transduction by Phosphatases: A Systems Biology Approach,Joanne L. Dunster; Françoise Mazet; Michael Fry; Jonathan M. Gibbins; Marcus J. Tindall,10.1371/journal.pcbi.1004589,26584182,,https://openalex.org/W2177720312,33,76,gold,https://doi.org/10.1371/journal.pcbi.1004589,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004589&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-12,vol11_issue11,Identification of High-Impact cis-Regulatory Mutations Using Transcription Factor Specific Random Forest Models,Dmitry Svetlichnyy; Hana Imrichová; Mark Fiers; Zeynep Kalender Atak; Stein Aerts,10.1371/journal.pcbi.1004590,26562774,,https://openalex.org/W2178844003,25,79,gold,https://doi.org/10.1371/journal.pcbi.1004590,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004590&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-19,vol11_issue11,Learning of Chunking Sequences in Cognition and Behavior,Jordi Fonollosa; Emre Neftci; M. I. Rabinovich,10.1371/journal.pcbi.1004592,26584306,,https://openalex.org/W2175824441,68,98,gold,https://doi.org/10.1371/journal.pcbi.1004592,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004592&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-06,vol11_issue11,Mechanism of Focal Adhesion Kinase Mechanosensing,Jing Zhou; Camilo Aponte‐Santamaría; Sebastian Sturm; Jakob Tómas Bullerjahn; Agnieszka K. Bronowska; Frauke Gräter,10.1371/journal.pcbi.1004593,26544178,,https://openalex.org/W2140542478,131,66,gold,https://doi.org/10.1371/journal.pcbi.1004593,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004593&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-13,vol11_issue11,Improving Collective Estimations Using Resistance to Social Influence,Gabriel Madirolas; Gonzalo G. de Polavieja,10.1371/journal.pcbi.1004594,26565619,,https://openalex.org/W2176193730,65,32,gold,https://doi.org/10.1371/journal.pcbi.1004594,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004594&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-19,vol11_issue11,Differences in Visual-Spatial Input May Underlie Different Compression Properties of Firing Fields for Grid Cell Modules in Medial Entorhinal Cortex,Florian Raudies; Michael E. Hasselmo,10.1371/journal.pcbi.1004596,26584432,,https://openalex.org/W2173442709,32,41,gold,https://doi.org/10.1371/journal.pcbi.1004596,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004596&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-06,vol11_issue11,A Quantitative Model of the GIRK1/2 Channel Reveals That Its Basal and Evoked Activities Are Controlled by Unequal Stoichiometry of Gα and Gβγ,Daniel Yakubovich; Shai Berlin; Uri Kahanovitch; Moran Rubinstein; Isabella Farhy-Tselnicker; Boaz Styr; Tal Keren‐Raifman; Carmen Dessauer; et al.,10.1371/journal.pcbi.1004598,26544551,,https://openalex.org/W2178183128,22,132,gold,https://doi.org/10.1371/journal.pcbi.1004598,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004598&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-04,vol11_issue11,Direct Measurements of Local Coupling between Myosin Molecules Are Consistent with a Model of Muscle Activation,Sam Walcott; Neil M. Kad,10.1371/journal.pcbi.1004599,26536123,,https://openalex.org/W2181917945,10,65,gold,https://doi.org/10.1371/journal.pcbi.1004599,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004599&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-06,vol11_issue11,Lévy Walks Suboptimal under Predation Risk,Masato Abe; Masakazu Shimada,10.1371/journal.pcbi.1004601,26544687,,https://openalex.org/W2180579588,18,62,gold,https://doi.org/10.1371/journal.pcbi.1004601,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004601&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-17,vol11_issue11,"Random Wiring, Ganglion Cell Mosaics, and the Functional Architecture of the Visual Cortex",Manuel Schottdorf; Wolfgang W. Keil; David M. Coppola; Leonard White; Fred Wolf,10.1371/journal.pcbi.1004602,26575467,,https://openalex.org/W2180894497,25,142,gold,https://doi.org/10.1371/journal.pcbi.1004602,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004602&type=printable | https://arxiv.org/pdf/1510.00332,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-06,vol11_issue11,Regulated CRISPR Modules Exploit a Dual Defense Strategy of Restriction and Abortive Infection in a Model of Prokaryote-Phage Coevolution,M. S. Binoj Kumar; Joshua B. Plotkin; Sridhar Hannenhalli,10.1371/journal.pcbi.1004603,26544847,,https://openalex.org/W2115083845,15,59,gold,https://doi.org/10.1371/journal.pcbi.1004603,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004603&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-24,vol11_issue11,A Model of Drosophila Larva Chemotaxis,Alex Davies; Matthieu Louis; Barbara Webb,10.1371/journal.pcbi.1004606,26600460,,https://openalex.org/W2174846918,43,30,gold,https://doi.org/10.1371/journal.pcbi.1004606,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004606&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-30,vol11_issue11,Inferring the Forces Controlling Metaphase Kinetochore Oscillations by Reverse Engineering System Dynamics,Jonathan W. Armond; Edward Harry; Andrew D. McAinsh; Nigel J. Burroughs,10.1371/journal.pcbi.1004607,26618929,,https://openalex.org/W2183370678,42,59,gold,https://doi.org/10.1371/journal.pcbi.1004607,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004607&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-10,vol11_issue11,From Sensory Signals to Modality-Independent Conceptual Representations: A Probabilistic Language of Thought Approach,Goker Erdogan; Ilker Yildirim; Robert A. Jacobs,10.1371/journal.pcbi.1004610,26554704,,https://openalex.org/W2114813135,28,117,gold,https://doi.org/10.1371/journal.pcbi.1004610,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004610&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-20,vol11_issue11,Computational Model of MicroRNA Control of HIF-VEGF Pathway: Insights into the Pathophysiology of Ischemic Vascular Disease and Cancer,Chen Zhao; Aleksander S. Popel,10.1371/journal.pcbi.1004612,26588727,,https://openalex.org/W2180309502,48,118,gold,https://doi.org/10.1371/journal.pcbi.1004612,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004612&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-19,vol11_issue11,SAAS-CNV: A Joint Segmentation Approach on Aggregated and Allele Specific Signals for the Identification of Somatic Copy Number Alterations with Next-Generation Sequencing Data,Zhongyang Zhang; Ke Hao,10.1371/journal.pcbi.1004618,26583378,,https://openalex.org/W2186728790,44,32,gold,https://doi.org/10.1371/journal.pcbi.1004618,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004618&type=printable | https://figshare.com/articles/dataset/_SAAS_CNV_A_Joint_Segmentation_Approach_on_Aggregated_and_Allele_Specific_Signals_for_the_Identification_of_Somatic_Copy_Number_Alterations_with_Next_Generation_Sequencing_Data_/1608792,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-20,vol11_issue11,"Parsimony, Exhaustivity and Balanced Detection in Neocortex",Alberto Romagnoni; Jérôme Ribot; Daniel Bennequin; Jonathan Touboul,10.1371/journal.pcbi.1004623,26587664,,https://openalex.org/W1814074758,11,44,gold,https://doi.org/10.1371/journal.pcbi.1004623,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004623&type=printable | https://arxiv.org/pdf/1409.4927 | https://figshare.com/articles/dataset/_Parsimony_Exhaustivity_and_Balanced_Detection_in_Neocortex_/1609219,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-24,vol11_issue11,A Jump-from-Cavity Pyrophosphate Ion Release Assisted by a Key Lysine Residue in T7 RNA Polymerase Transcription Elongation,Lin‐Tai Da; E Chao; Baogen Duan; Chuanbiao Zhang; Xin Zhou; Jin Yu,10.1371/journal.pcbi.1004624,26599007,,https://openalex.org/W2174397546,42,72,gold,https://doi.org/10.1371/journal.pcbi.1004624,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004624&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-23,vol11_issue11,Computational Modelling of Metastasis Development in Renal Cell Carcinoma,Etienne Baratchart; Sébastien Benzekry; Andréas Bikfalvi; Thierry Colin; Lindsay S. Cooley; Raphaël Pineau; Emeline J. Ribot; Olivier Saut; et al.,10.1371/journal.pcbi.1004626,26599078,,https://openalex.org/W2147735981,45,58,gold,https://doi.org/10.1371/journal.pcbi.1004626,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004626&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-24,vol11_issue11,Red Queen Processes Drive Positive Selection on Major Histocompatibility Complex (MHC) Genes,Maciej Jan Ejsmond; Jacek Radwan,10.1371/journal.pcbi.1004627,26599213,,https://openalex.org/W816808373,69,29,gold,https://doi.org/10.1371/journal.pcbi.1004627,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004627&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-24,vol11_issue11,Remodeling and Tenacity of Inhibitory Synapses: Relationships with Network Activity and Neighboring Excitatory Synapses,Anna Rubinski; Noam Ziv,10.1371/journal.pcbi.1004632,26599330,,https://openalex.org/W2179787900,40,69,gold,https://doi.org/10.1371/journal.pcbi.1004632,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004632&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue11,journal_issue,2015,2015-11-23,vol11_issue11,A Systematic Bayesian Integration of Epidemiological and Genetic Data,Max S. Y. Lau; Glenn Marion; George Streftaris; Gavin J. Gibson,10.1371/journal.pcbi.1004633,26599399,,https://openalex.org/W2178385094,65,44,gold,https://doi.org/10.1371/journal.pcbi.1004633,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004633&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue12,journal_issue,2015,2015-12-03,vol11_issue12,Computational Identification of Mechanistic Factors That Determine the Timing and Intensity of the Inflammatory Response,Sridevi Nagaraja; Jaques Reifman; Alexander Y. Mitrophanov,10.1371/journal.pcbi.1004460,26633296,,https://openalex.org/W2183941746,8,83,gold,https://doi.org/10.1371/journal.pcbi.1004460,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004460&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue12,journal_issue,2015,2015-12-23,vol11_issue12,Network-Based Isoform Quantification with RNA-Seq Data for Cancer Transcriptome Analysis,Wei Zhang; Jae-Woong Chang; Lilong Lin; Kay Minn; Baolin Wu; Jeremy Chien; Jeongsik Yong; Hui Zheng; et al.,10.1371/journal.pcbi.1004465,26699225,,https://openalex.org/W1825749565,21,48,gold,https://doi.org/10.1371/journal.pcbi.1004465,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004465&type=printable | https://arxiv.org/pdf/1403.5029,yes,source_specific
PLOS Computational Biology,vol11_issue12,journal_issue,2015,2015-12-23,vol11_issue12,Elastohydrodynamics and Kinetics of Protein Patterning in the Immunological Synapse,Andreas Carlson; L. Mahadevan,10.1371/journal.pcbi.1004481,26699430,,https://openalex.org/W367319269,25,58,gold,https://doi.org/10.1371/journal.pcbi.1004481,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004481&type=printable | https://arxiv.org/pdf/1505.07133,yes,source_specific
PLOS Computational Biology,vol11_issue12,journal_issue,2015,2015-12-31,vol11_issue12,The Effect of Farmers’ Decisions on Pest Control with Bt Crops: A Billion Dollar Game of Strategy,Alice E. Milne; James R. Bell; W. D. Hutchison; Frank van den Bosch; Paul D. Mitchell; David W. Crowder; Stephen Parnell; A. P. Whitmore,10.1371/journal.pcbi.1004483,26720851,,https://openalex.org/W2197640674,46,50,gold,https://doi.org/10.1371/journal.pcbi.1004483,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004483&type=printable | http://usir.salford.ac.uk/id/eprint/37147/1/SnowDriftPLoS_ReturnToTypeSetting.pdf,yes,source_specific
PLOS Computational Biology,vol11_issue12,journal_issue,2015,2015-12-23,vol11_issue12,Mechanism of Iron-Dependent Repressor (IdeR) Activation and DNA Binding: A Molecular Dynamics and Protein Structure Network Study,Soma Ghosh; Nagasuma Chandra; Saraswathi Vishveshwara,10.1371/journal.pcbi.1004500,26699663,,https://openalex.org/W2217159534,22,45,gold,https://doi.org/10.1371/journal.pcbi.1004500,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004500&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue12,journal_issue,2015,2015-12-02,vol11_issue12,A Functional Cartography of Cognitive Systems,Marcelo G. Mattar; Michael W. Cole; Sharon L. Thompson‐Schill; Danielle S. Bassett,10.1371/journal.pcbi.1004533,26629847,,https://openalex.org/W2181732012,197,109,gold,https://doi.org/10.1371/journal.pcbi.1004533,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004533&type=printable,yes,source_specific
