source,unit_id,unit_type,year,date,unit_label,title,authors,doi,pmid,pmcid,openalex_id,cited_by_count,referenced_works_count,oa_status,landing_page_url,candidate_pdf_urls,field_match,field_match_evidence
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,A Computational Framework for 3D Mechanical Modeling of Plant Morphogenesis with Cellular Resolution,Frédéric Boudon; Jérôme Chopard; Olivier Ali; Benjamin Gilles; Olivier Hamant; Arezki Boudaoud; Jan Traas; Christophe Godin,10.1371/journal.pcbi.1003950,25569615,,https://openalex.org/W1999268253,149,47,gold,https://doi.org/10.1371/journal.pcbi.1003950,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1003950&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Modulation of Elementary Calcium Release Mediates a Transition from Puffs to Waves in an IP3R Cluster Model,Martin Rückl; Ian Parker; Jonathan S. Marchant; Chamakuri Nagaiah; Friedrich W. Johenning; Sten Rüdiger,10.1371/journal.pcbi.1003965,25569772,,https://openalex.org/W2144666467,27,61,gold,https://doi.org/10.1371/journal.pcbi.1003965,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1003965&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Simulating the Complex Cell Design of Trypanosoma brucei and Its Motility,Davod Alizadehrad; Timothy Krüger; Markus Engstler; Holger Stark,10.1371/journal.pcbi.1003967,25569823,,https://openalex.org/W2025005952,63,66,gold,https://doi.org/10.1371/journal.pcbi.1003967,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1003967&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Bayesian History Matching of Complex Infectious Disease Models Using Emulation: A Tutorial and a Case Study on HIV in Uganda,Ioannis Andrianakis; Ian Vernon; Nicky McCreesh; Trevelyan J. McKinley; Jeremy E. Oakley; Rebecca N. Nsubuga; Michael Goldstein; Richard G. White,10.1371/journal.pcbi.1003968,25569850,,https://openalex.org/W1967579272,191,62,gold,https://doi.org/10.1371/journal.pcbi.1003968,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1003968&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Mapping the Pareto Optimal Design Space for a Functionally Deimmunized Biotherapeutic Candidate,Regina Salvat; Andrew S. Parker; Yoonjoo Choi; Chris Bailey‐Kellogg; Karl E. Griswold,10.1371/journal.pcbi.1003988,25568954,,https://openalex.org/W2064387441,24,48,gold,https://doi.org/10.1371/journal.pcbi.1003988,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1003988&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-22,vol11_issue1,A Probabilistic Palimpsest Model of Visual Short-term Memory,Löıc Matthey; Paul M. Bays; Peter Dayan,10.1371/journal.pcbi.1004003,25611204,,https://openalex.org/W2093600849,55,91,gold,https://doi.org/10.1371/journal.pcbi.1004003,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004003&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Systems Level Analysis of Systemic Sclerosis Shows a Network of Immune and Profibrotic Pathways Connected with Genetic Polymorphisms,J. Matthew Mahoney; Jaclyn Taroni; Viktor Martyanov; Tammara Wood; Casey S. Greene; Patricia A. Pioli; Monique Hinchcliff; Michael L. Whitfield,10.1371/journal.pcbi.1004005,25569146,,https://openalex.org/W1966579788,152,109,gold,https://doi.org/10.1371/journal.pcbi.1004005,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004005&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,A RESTful API for Accessing Microbial Community Data for MG-RAST,Andreas Wilke; Jared Bischof; Travis Harrison; Tom Brettin; Mark D’Souza; Wolfgang Gerlach; Hunter Matthews; Tobias Paczian; et al.,10.1371/journal.pcbi.1004008,25569221,,https://openalex.org/W1997787178,74,12,gold,https://doi.org/10.1371/journal.pcbi.1004008,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004008&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,150 Years of the Mass Action Law,Eberhard O. Voit; Harald Martens; Stig W. Omholt,10.1371/journal.pcbi.1004012,25569257,,https://openalex.org/W2003049033,185,50,gold,https://doi.org/10.1371/journal.pcbi.1004012,http://hdl.handle.net/11250/2628151 | https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004012&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,What Makes a Protein Sequence a Prion?,Raimon Sabaté; Frédéric Rousseau; Joost Schymkowitz; Salvador Ventura,10.1371/journal.pcbi.1004013,25569335,,https://openalex.org/W2058746325,94,44,gold,https://doi.org/10.1371/journal.pcbi.1004013,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004013&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Novel Inhibitors Induce Large Conformational Changes of GAB1 Pleckstrin Homology Domain and Kill Breast Cancer Cells,Lu Chen; Lei Du‐Cuny; Sylvestor A. Moses; Sabrina N. Dumas; Zuohe Song; Abdol Hossein Rezaeian; Hui-Kuan Lin; Emmanuelle J. Meuillet; et al.,10.1371/journal.pcbi.1004021,25569504,,https://openalex.org/W2056389153,29,56,gold,https://doi.org/10.1371/journal.pcbi.1004021,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004021&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Fast and Accurate Resonance Assignment of Small-to-Large Proteins by Combining Automated and Manual Approaches,Markus Niklasson; Alexandra Ahlner; Cecilia Andrésen; Joseph A. Marsh; Patrik Lundström,10.1371/journal.pcbi.1004022,25569628,,https://openalex.org/W2093609087,11,34,gold,https://doi.org/10.1371/journal.pcbi.1004022,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004022&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,The Thalidomide-Binding Domain of Cereblon Defines the CULT Domain Family and Is a New Member of the β-Tent Fold,Andrei N. Lupas; Hongbo Zhu; Mateusz Koryciński,10.1371/journal.pcbi.1004023,25569776,,https://openalex.org/W2007615306,46,48,gold,https://doi.org/10.1371/journal.pcbi.1004023,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004023&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Analysis of Individual Protein Regions Provides Novel Insights on Cancer Pharmacogenomics,Eduard Porta‐Pardo; Adam Godzik,10.1371/journal.pcbi.1004024,25568936,,https://openalex.org/W2016438824,10,31,gold,https://doi.org/10.1371/journal.pcbi.1004024,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004024&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-22,vol11_issue1,A New Algorithm to Diagnose Atrial Ectopic Origin from Multi Lead ECG Systems - Insights from 3D Virtual Human Atria and Torso,Erick Andres Perez Alday; Michael A. Colman; Philip Langley; Timothy D. Butters; Jonathan Higham; Antony J. Workman; Jules C. Hancox; Henggui Zhang,10.1371/journal.pcbi.1004026,25611350,,https://openalex.org/W2033515710,42,45,gold,https://doi.org/10.1371/journal.pcbi.1004026,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004026&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Identification of Constrained Cancer Driver Genes Based on Mutation Timing,Thomas Sakoparnig; Patrick Fried; Niko Beerenwinkel,10.1371/journal.pcbi.1004027,25569148,,https://openalex.org/W2034411771,29,41,gold,https://doi.org/10.1371/journal.pcbi.1004027,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004027&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-15,vol11_issue1,Inference of Quantitative Models of Bacterial Promoters from Time-Series Reporter Gene Data,Diana Stefan; Corinne Pinel; Stéphane Pinhal; Eugenio Cinquemani; Johannes Geiselmann; Hidde de Jong,10.1371/journal.pcbi.1004028,25590141,,https://openalex.org/W1992009029,23,67,gold,https://doi.org/10.1371/journal.pcbi.1004028,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004028&type=printable | https://figshare.com/articles/dataset/_Inference_of_Quantitative_Models_of_Bacterial_Promoters_from_Time_Series_Reporter_Gene_Data_/1290353,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Brain Network Adaptability across Task States,Elizabeth N. Davison; Kimberly J. Schlesinger; Danielle S. Bassett; Mary-Ellen Lynall; Michael B. Miller; Scott T. Grafton; Jean M. Carlson,10.1371/journal.pcbi.1004029,25569227,,https://openalex.org/W2086549489,135,100,gold,https://doi.org/10.1371/journal.pcbi.1004029,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004029&type=printable | https://arxiv.org/pdf/1407.8234 | https://www.repository.cam.ac.uk/handle/1810/293334,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-15,vol11_issue1,The Formation of Multi-synaptic Connections by the Interaction of Synaptic and Structural Plasticity and Their Functional Consequences,Michael Fauth; Florentin Wörgötter; Christian Tetzlaff,10.1371/journal.pcbi.1004031,25590330,,https://openalex.org/W2106308939,81,90,gold,https://doi.org/10.1371/journal.pcbi.1004031,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004031&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-23,vol11_issue1,Laminar and Dorsoventral Molecular Organization of the Medial Entorhinal Cortex Revealed by Large-scale Anatomical Analysis of Gene Expression,Helen L. Ramsden; Gülşen Sürmeli; Steven McDonagh; Matthew F. Nolan,10.1371/journal.pcbi.1004032,25615592,,https://openalex.org/W2049033529,57,100,gold,https://doi.org/10.1371/journal.pcbi.1004032,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004032&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Activation of Parallel Fiber Feedback by Spatially Diffuse Stimuli Reduces Signal and Noise Correlations via Independent Mechanisms in a Cerebellum-Like Structure,Benjamin Simmonds; Maurice J. Chacron,10.1371/journal.pcbi.1004034,25569283,,https://openalex.org/W1992717987,31,85,gold,https://doi.org/10.1371/journal.pcbi.1004034,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004034&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-24,vol11_issue1,Computation in Dynamically Bounded Asymmetric Systems,Ueli Rutishauser; Jean-Jacques Slotine; Rodney J. Douglas,10.1371/journal.pcbi.1004039,25617645,,https://openalex.org/W2009300195,18,78,gold,https://doi.org/10.1371/journal.pcbi.1004039,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004039&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-22,vol11_issue1,A Computational Approach to Identifying Gene-microRNA Modules in Cancer,Daeyong Jin; Hyunju Lee,10.1371/journal.pcbi.1004042,25611546,,https://openalex.org/W2043920413,41,89,gold,https://doi.org/10.1371/journal.pcbi.1004042,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004042&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-15,vol11_issue1,Synaptic Plasticity Enables Adaptive Self-Tuning Critical Networks,Nigel Stepp; Dietmar Plenz; Narayan Srinivasa,10.1371/journal.pcbi.1004043,25590427,,https://openalex.org/W1976362152,77,62,gold,https://doi.org/10.1371/journal.pcbi.1004043,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004043&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-08,vol11_issue1,Orientation Selectivity in Inhibition-Dominated Networks of Spiking Neurons: Effect of Single Neuron Properties and Network Dynamics,Sadra Sadeh; Stefan Rotter,10.1371/journal.pcbi.1004045,25569445,,https://openalex.org/W2006546731,20,53,gold,https://doi.org/10.1371/journal.pcbi.1004045,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004045&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-15,vol11_issue1,System Model Network for Adipose Tissue Signatures Related to Weight Changes in Response to Calorie Restriction and Subsequent Weight Maintenance,Émilie Montastier; Nathalie Vialaneix; Sylvie Caspar‐Bauguil; P Hlavatý; E Tvrzická; Ignacio González; Wim H. M. Saris; Dominique Langin; et al.,10.1371/journal.pcbi.1004047,25590576,,https://openalex.org/W2046440344,35,62,gold,https://doi.org/10.1371/journal.pcbi.1004047,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004047&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-15,vol11_issue1,The Interaction between Seasonality and Pulsed Interventions against Malaria in Their Effects on the Reproduction Number,Jamie T. Griffin,10.1371/journal.pcbi.1004057,25590612,,https://openalex.org/W2014857520,31,27,gold,https://doi.org/10.1371/journal.pcbi.1004057,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004057&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-22,vol11_issue1,Modulation of Calmodulin Lobes by Different Targets: An Allosteric Model with Hemiconcerted Conformational Transitions,Massimo Lai; Denis Brun; Stuart J. Edelstein; Nicolas Le Novère,10.1371/journal.pcbi.1004063,25611683,,https://openalex.org/W2100807528,35,69,gold,https://doi.org/10.1371/journal.pcbi.1004063,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004063&type=printable | https://arxiv.org/pdf/1406.2195,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-29,vol11_issue1,GenomicScape: An Easy-to-Use Web Tool for Gene Expression Data Analysis. Application to Investigate the Molecular Events in the Differentiation of B Cells into Plasma Cells,Alboukadel Kassambara; Thierry Rème; Michel Jourdan; Thierry Fest; Dirk Hose; Karin Tarte; Bernard Klein,10.1371/journal.pcbi.1004077,25633866,,https://openalex.org/W2018822911,150,11,gold,https://doi.org/10.1371/journal.pcbi.1004077,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004077&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue1,journal_issue,2015,2015-01-29,vol11_issue1,ISCB Ebola Award for Important Future Research on the Computational Biology of Ebola Virus,Peter D. Karp; Bonnie Berger; Diane E. Kovats; Thomas Lengauer; Michal Linial; Pardis C. Sabeti; Winston Hide; Burkhard Rost,10.1371/journal.pcbi.1004087,,,https://openalex.org/W2075042718,0,4,gold,https://doi.org/10.1371/journal.pcbi.1004087,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004087&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-21,vol11_issue10,Crawling and Gliding: A Computational Model for Shape-Driven Cell Migration,Ioana Niculescu; Johannes Textor; Rob J. de Boer,10.1371/journal.pcbi.1004280,26488304,,https://openalex.org/W2097685445,92,45,gold,https://doi.org/10.1371/journal.pcbi.1004280,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004280&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-15,vol11_issue10,PF2 fit: Polar Fast Fourier Matched Alignment of Atomistic Structures with 3D Electron Microscopy Maps,Radhakrishna Bettadapura; Muhibur Rasheed; Antje Vollrath; Chandrajit Bajaj,10.1371/journal.pcbi.1004289,26469938,,https://openalex.org/W2154061666,6,61,gold,https://doi.org/10.1371/journal.pcbi.1004289,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004289&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-16,vol11_issue10,Transcriptional Bursting in Gene Expression: Analytical Results for General Stochastic Models,Niraj Kumar; Abhyudai Singh; Rahul Kulkarni,10.1371/journal.pcbi.1004292,26474290,,https://openalex.org/W2108141605,238,65,gold,https://doi.org/10.1371/journal.pcbi.1004292,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004292&type=printable | https://arxiv.org/pdf/1412.8634,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-29,vol11_issue10,Extracting Diffusive States of Rho GTPase in Live Cells: Towards In Vivo Biochemistry,Peter K. Koo; Matthew D. Weitzman; Chandran R. Sabanaygam; Kenneth L. van Golen; S. G. J. Mochrie,10.1371/journal.pcbi.1004297,26512894,,https://openalex.org/W2141729340,29,71,gold,https://doi.org/10.1371/journal.pcbi.1004297,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004297&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-15,vol11_issue10,A Neutrophil Phenotype Model for Extracorporeal Treatment of Sepsis,Alexander D. Malkin; Robert P. Sheehan; Shibin Mathew; William J. Federspiel; Heinz Redl; Gilles Clermont,10.1371/journal.pcbi.1004314,26468651,,https://openalex.org/W2149565502,16,81,gold,https://doi.org/10.1371/journal.pcbi.1004314,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004314&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-27,vol11_issue10,Conformational Dynamics and Binding Free Energies of Inhibitors of BACE-1: From the Perspective of Protonation Equilibria,M. Olivia Kim; Patrick G. Blachly; J. Andrew McCammon,10.1371/journal.pcbi.1004341,26506513,,https://openalex.org/W1860763761,41,134,gold,https://doi.org/10.1371/journal.pcbi.1004341,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004341&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-23,vol11_issue10,Automatic Prediction of Protein 3D Structures by Probabilistic Multi-template Homology Modeling,Armin Meier; Johannes Söding,10.1371/journal.pcbi.1004343,26496371,,https://openalex.org/W2139881678,147,33,gold,https://doi.org/10.1371/journal.pcbi.1004343,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004343&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-05,vol11_issue10,Reconciling Estimates of Cell Proliferation from Stable Isotope Labeling Experiments,Raya Ahmed; Liset Westera; Julia Drylewicz; Marjet Elemans; Yan Zhang; Elizabeth Kelly; Rajko Reljić; Kiki Tesselaar; et al.,10.1371/journal.pcbi.1004355,26437372,,https://openalex.org/W2110394694,25,28,gold,https://doi.org/10.1371/journal.pcbi.1004355,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004355&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-27,vol11_issue10,ApoE4-specific Misfolded Intermediate Identified by Molecular Dynamics Simulations,Benfeard Williams; Marino Convertino; Jhuma Das; Nikolay V. Dokholyan,10.1371/journal.pcbi.1004359,26506597,,https://openalex.org/W2130448290,29,68,gold,https://doi.org/10.1371/journal.pcbi.1004359,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004359&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-27,vol11_issue10,Structural Refinement of Proteins by Restrained Molecular Dynamics Simulations with Non-interacting Molecular Fragments,Rong Shen; Wei Han; Giacomo Fiorin; Shahidul M. Islam; Klaus Schulten; Benoı̂t Roux,10.1371/journal.pcbi.1004368,26505197,,https://openalex.org/W2166660130,31,64,gold,https://doi.org/10.1371/journal.pcbi.1004368,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004368&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-13,vol11_issue10,A Common Mechanism Underlying Food Choice and Social Decisions,Ian Krajbich; Todd A. Hare; Björn Bartling; Yosuke Morishima; Ernst Fehr,10.1371/journal.pcbi.1004371,26460812,,https://openalex.org/W2122105586,135,74,gold,https://doi.org/10.1371/journal.pcbi.1004371,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004371&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-06,vol11_issue10,Primary Visual Cortex as a Saliency Map: A Parameter-Free Prediction and Its Test by Behavioral Data,Li Zhaoping; Zhe Li,10.1371/journal.pcbi.1004375,26441341,,https://openalex.org/W145689363,39,101,gold,https://doi.org/10.1371/journal.pcbi.1004375,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004375&type=printable | https://arxiv.org/pdf/1411.0291,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-27,vol11_issue10,"Multiscale Estimation of Binding Kinetics Using Brownian Dynamics, Molecular Dynamics and Milestoning",Lane Votapka; Rommie E. Amaro,10.1371/journal.pcbi.1004381,26505480,,https://openalex.org/W1881109669,82,88,gold,https://doi.org/10.1371/journal.pcbi.1004381,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004381&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-23,vol11_issue10,The Invariance Hypothesis Implies Domain-Specific Regions in Visual Cortex,Joel Z. Leibo; Qianli Liao; Fabio Anselmi; Tomaso Poggio,10.1371/journal.pcbi.1004390,26496457,,https://openalex.org/W2105994703,31,125,gold,https://doi.org/10.1371/journal.pcbi.1004390,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004390&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-08,vol11_issue10,TRANSIT - A Software Tool for Himar1 TnSeq Analysis,Michael A. DeJesus; Chaitra Ambadipudi; Richard Baker; Christopher M. Sassetti; Thomas R. Ioerger,10.1371/journal.pcbi.1004401,26447887,,https://openalex.org/W2122385388,288,25,gold,https://doi.org/10.1371/journal.pcbi.1004401,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004401&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-06,vol11_issue10,Detecting Horizontal Gene Transfer between Closely Related Taxa,Orit Adato; Noga Ninyo; Uri Gophna; Sagi Snir,10.1371/journal.pcbi.1004408,26439115,,https://openalex.org/W2262138991,73,79,gold,https://doi.org/10.1371/journal.pcbi.1004408,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004408&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-27,vol11_issue10,ENCORE: Software for Quantitative Ensemble Comparison,Matteo Tiberti; Elena Papaleo; Tone Bengtsen; Wouter Boomsma; Kresten Lindorff‐Larsen,10.1371/journal.pcbi.1004415,26505632,,https://openalex.org/W2149442325,98,49,gold,https://doi.org/10.1371/journal.pcbi.1004415,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004415&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-05,vol11_issue10,SubClonal Hierarchy Inference from Somatic Mutations: Automatic Reconstruction of Cancer Evolutionary Trees from Multi-region Next Generation Sequencing,Noushin Niknafs; Violeta Beleva‐Guthrie; Daniel Q. Naiman; Rachel Karchin,10.1371/journal.pcbi.1004416,26436540,,https://openalex.org/W2952203056,77,30,gold,https://doi.org/10.1371/journal.pcbi.1004416,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004416&type=printable | https://figshare.com/articles/dataset/_SubClonal_Hierarchy_Inference_from_Somatic_Mutations_Automatic_Reconstruction_of_Cancer_Evolutionary_Trees_from_Multi_region_Next_Generation_Sequencing_/1565286,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-22,vol11_issue10,Qualitative and Quantitative Protein Complex Prediction Through Proteome-Wide Simulations,Simone Rizzetto; Corrado Priami; Attila Csikász‐Nagy,10.1371/journal.pcbi.1004424,26492574,,https://openalex.org/W2120308517,24,51,gold,https://doi.org/10.1371/journal.pcbi.1004424,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004424&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-16,vol11_issue10,Electrosensory Midbrain Neurons Display Feature Invariant Responses to Natural Communication Stimuli,Tristan Aumentado‐Armstrong; Michael G. Metzen; Michael K. J. Sproule; Maurice J. Chacron,10.1371/journal.pcbi.1004430,26474395,,https://openalex.org/W2295685055,29,104,gold,https://doi.org/10.1371/journal.pcbi.1004430,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004430&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-09,vol11_issue10,Antagonistic Coevolution Drives Whack-a-Mole Sensitivity in Gene Regulatory Networks,Jeewoen Shin; Thomas MacCarthy,10.1371/journal.pcbi.1004432,26451700,,https://openalex.org/W2151411722,13,62,gold,https://doi.org/10.1371/journal.pcbi.1004432,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004432&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-27,vol11_issue10,Mapping the Protein Fold Universe Using the CamTube Force Field in Molecular Dynamics Simulations,Predrag Kukić; Arvind Kannan; Maurits Dijkstra; Sanne Abeln; Carlo Camilloni; Michele Vendruscolo,10.1371/journal.pcbi.1004435,26505754,,https://openalex.org/W2104900141,18,50,gold,https://doi.org/10.1371/journal.pcbi.1004435,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004435&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-29,vol11_issue10,The Trigger Factor Chaperone Encapsulates and Stabilizes Partial Folds of Substrate Proteins,Kushagra Singhal; Jocelyne Vreede; Alireza Mashaghi; Sander J. Tans; Peter G. Bolhuis,10.1371/journal.pcbi.1004444,26512985,,https://openalex.org/W1842234363,33,40,gold,https://doi.org/10.1371/journal.pcbi.1004444,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004444&type=printable,yes,source_specific
PLOS Computational Biology,vol11_issue10,journal_issue,2015,2015-10-27,vol11_issue10,"Parsimonious Model of Vascular Patterning Links Transverse Hormone Fluxes to Lateral Root Initiation: Auxin Leads the Way, while Cytokinin Levels Out",Sedeer El‐Showk; Hanna Help; Tiina Blomster; Siligato Riccardo; Athanasius F. M. Marée; Ari Pekka Mähönen; Verônica A. Grieneisen,10.1371/journal.pcbi.1004450,26505899,,https://openalex.org/W2099325579,50,68,gold,https://doi.org/10.1371/journal.pcbi.1004450,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004450&type=printable,yes,source_specific
